x,y,z,cut,color,clarity,table,carat,depth,price
7.05,7.02,4.33,4,2,4,55.0,1.31,61.5,8583.0
7.06,7.0,4.32,4,2,4,56.0,1.31,61.5,8583.0
6.82,6.87,4.26,3,3,4,59.0,1.22,62.2,8583.0
7.66,7.63,4.54,3,1,3,61.0,1.58,59.4,8583.0
6.89,6.92,4.27,4,3,4,54.0,1.24,61.9,8584.0
6.92,6.87,4.23,4,2,7,57.0,1.23,61.3,8585.0
7.58,7.62,4.66,3,1,1,58.0,1.64,61.3,8587.0
6.88,6.85,4.2,4,4,3,53.0,1.2,61.2,8588.0
7.35,7.39,4.45,2,1,2,61.0,1.5,60.4,8590.0
7.61,7.54,4.7,3,1,1,59.0,1.65,62.0,8590.0
6.82,6.79,4.24,4,4,3,56.0,1.2,62.3,8590.0
6.53,6.47,4.06,4,3,5,55.0,1.04,62.5,8590.0
6.77,6.71,4.08,2,3,7,55.0,1.1,60.5,8592.0
6.69,6.72,4.18,4,3,5,53.0,1.15,62.5,8592.0
6.59,6.66,4.14,4,3,5,56.0,1.12,62.5,8592.0
7.35,7.4,4.62,3,0,4,59.0,1.55,62.6,8593.0
7.54,7.5,4.57,3,2,4,60.0,1.55,60.8,8593.0
7.44,7.47,4.57,3,0,4,59.0,1.57,61.3,8595.0
6.86,6.81,4.2,3,3,4,60.0,1.2,61.4,8596.0
6.85,6.88,4.21,4,2,3,56.0,1.22,61.3,8596.0
6.74,6.82,4.23,4,3,4,57.0,1.2,62.4,8596.0
6.82,6.77,4.23,4,3,4,56.0,1.2,62.3,8596.0
7.0,6.91,4.19,3,3,4,60.0,1.2,60.2,8596.0
6.74,6.7,4.26,2,3,4,56.0,1.2,63.4,8596.0
6.96,6.91,4.35,3,6,2,55.0,1.29,62.7,8597.0
7.43,7.33,4.44,3,2,1,59.0,1.51,60.2,8598.0
7.17,7.12,4.49,4,3,2,57.0,1.43,62.8,8599.0
6.82,6.78,4.23,3,5,3,59.0,1.2,62.2,8602.0
6.82,6.8,4.25,3,3,4,58.0,1.2,62.4,8602.0
6.5,6.46,3.88,3,4,5,60.0,1.0,59.9,8602.0
6.44,6.41,3.94,3,4,5,55.0,1.0,61.3,8602.0
6.84,6.75,4.27,3,3,4,58.0,1.2,62.8,8602.0
7.33,7.36,4.54,3,0,5,60.0,1.5,61.8,8603.0
7.32,7.35,4.57,4,0,4,58.0,1.52,62.3,8608.0
6.47,6.39,4.01,4,3,6,57.0,1.03,62.4,8608.0
6.82,6.77,4.25,4,3,4,57.0,1.22,62.5,8608.0
7.52,7.59,4.7,4,0,2,54.0,1.65,62.2,8610.0
6.54,6.48,4.04,3,4,5,56.0,1.04,62.1,8610.0
7.03,7.05,4.35,4,1,4,55.0,1.31,61.8,8611.0
6.46,6.54,4.02,4,6,4,56.0,1.03,61.8,8612.0
7.27,7.31,4.58,4,2,1,55.0,1.5,62.8,8614.0
6.76,6.85,4.27,3,3,4,58.0,1.21,62.7,8616.0
6.77,6.81,4.25,4,3,4,56.0,1.21,62.6,8616.0
6.44,6.56,3.96,3,4,5,59.0,1.02,60.9,8616.0
6.95,7.03,4.37,4,2,4,56.0,1.31,62.5,8617.0
6.57,6.62,4.03,4,4,5,57.0,1.06,61.1,8619.0
7.36,7.45,4.62,2,2,1,57.0,1.58,62.4,8620.0
7.31,7.37,4.55,4,2,1,60.0,1.52,62.0,8620.0
6.39,6.42,4.02,2,3,7,57.0,1.01,62.8,8621.0
7.25,7.31,4.58,2,0,5,58.0,1.5,62.9,8622.0
6.58,6.63,3.97,4,3,6,57.0,1.05,60.1,8623.0
6.48,6.43,3.98,3,6,5,59.0,1.03,61.7,8623.0
7.22,7.16,4.35,3,2,2,60.0,1.4,60.5,8624.0
6.36,6.45,3.99,2,3,7,59.0,1.02,62.3,8624.0
7.01,6.95,4.45,1,6,2,60.0,1.4,63.8,8624.0
6.61,6.66,3.99,4,3,5,57.0,1.06,60.1,8626.0
6.58,6.69,3.94,2,4,5,59.0,1.02,59.4,8627.0
7.16,7.12,4.68,0,3,2,58.0,1.5,65.5,8627.0
7.01,7.04,4.27,2,2,4,58.0,1.29,60.8,8629.0
6.79,6.84,4.24,4,4,4,54.9,1.21,62.2,8629.0
6.46,6.44,4.0,4,5,4,57.0,1.03,61.9,8629.0
6.46,6.41,4.04,3,5,4,58.0,1.03,62.8,8629.0
7.6,7.58,4.81,2,1,1,57.0,1.72,63.4,8630.0
7.59,7.51,4.59,3,1,1,58.0,1.6,60.8,8630.0
7.51,7.45,4.39,3,2,3,61.0,1.51,58.7,8630.0
7.37,7.28,4.6,3,6,1,58.0,1.52,62.8,8631.0
7.42,7.37,4.58,3,1,2,58.0,1.52,61.9,8631.0
7.16,7.1,4.43,3,4,2,58.0,1.39,62.1,8631.0
7.35,7.28,4.59,4,6,1,56.0,1.52,62.7,8631.0
6.75,6.81,4.22,2,3,4,58.0,1.22,62.2,8633.0
6.68,6.65,4.14,3,6,4,57.0,1.12,62.1,8633.0
7.36,7.4,4.46,2,3,1,54.6,1.51,60.5,8637.0
7.23,7.3,4.52,2,1,2,60.0,1.51,62.2,8637.0
7.22,7.3,4.56,2,3,1,56.0,1.51,62.8,8637.0
6.48,6.51,4.04,4,3,6,55.0,1.04,62.2,8637.0
7.27,7.33,4.58,2,1,2,61.0,1.51,62.7,8637.0
7.39,7.44,4.51,4,3,1,57.0,1.51,60.8,8637.0
7.27,7.34,4.57,2,1,2,60.0,1.51,62.6,8637.0
6.49,6.44,4.01,4,4,4,57.0,1.02,62.0,8637.0
7.39,7.34,4.56,4,1,1,58.0,1.53,61.9,8637.0
6.4,6.46,3.92,2,5,5,62.0,1.0,61.0,8638.0
6.76,6.8,4.19,4,3,4,57.0,1.17,61.8,8639.0
6.52,6.54,4.03,4,4,3,57.0,1.07,61.7,8640.0
7.44,7.47,4.62,4,3,1,56.0,1.57,62.0,8643.0
6.46,6.41,3.98,3,3,7,59.0,1.02,61.8,8643.0
6.55,6.53,4.03,4,3,6,57.0,1.06,61.6,8643.0
6.95,7.03,4.41,2,2,5,56.0,1.35,63.1,8644.0
7.33,7.47,4.59,2,1,2,62.0,1.55,62.0,8644.0
6.98,7.04,4.29,2,2,4,55.0,1.28,61.2,8645.0
6.49,6.53,4.05,4,3,5,56.0,1.05,62.2,8645.0
6.49,6.53,4.07,4,3,5,55.0,1.05,62.5,8645.0
6.51,6.54,4.04,4,3,5,57.0,1.05,61.9,8645.0
6.44,6.5,4.05,4,6,4,57.0,1.03,62.6,8645.0
7.3,7.22,4.52,3,2,1,60.0,1.5,62.3,8645.0
6.71,6.75,4.17,4,3,5,56.0,1.16,62.0,8646.0
6.47,6.54,3.92,1,4,5,62.0,1.01,60.3,8647.0
6.51,6.49,3.97,4,3,6,56.0,1.01,61.1,8647.0
6.74,6.77,4.2,4,4,4,56.0,1.17,62.2,8648.0
7.34,7.27,4.52,3,6,1,58.0,1.5,61.9,8649.0
6.52,6.58,4.12,2,3,7,57.0,1.09,62.9,8650.0
6.95,6.97,4.27,4,2,4,56.0,1.27,61.4,8652.0
7.45,7.4,4.54,3,0,5,59.0,1.54,61.1,8652.0
7.7,7.62,4.72,3,2,2,59.0,1.74,61.6,8653.0
7.17,7.21,4.4,3,2,3,60.0,1.41,61.2,8654.0
7.23,7.29,4.48,2,2,2,59.0,1.43,61.7,8654.0
7.38,7.21,4.61,2,5,1,59.0,1.53,63.1,8654.0
6.52,6.65,4.0,2,3,7,58.0,1.04,60.7,8655.0
7.32,7.37,4.57,2,1,3,58.0,1.54,62.2,8656.0
6.48,6.53,3.98,4,6,4,56.0,1.02,61.2,8658.0
6.46,6.5,4.02,4,6,4,56.0,1.02,62.0,8658.0
6.88,6.79,4.21,3,4,3,58.0,1.21,61.6,8660.0
7.36,7.41,4.53,2,0,4,59.0,1.5,61.3,8662.0
7.42,7.48,4.35,2,1,3,61.0,1.5,58.4,8662.0
7.2,7.25,4.55,2,1,3,57.0,1.5,63.0,8662.0
6.51,6.55,4.02,4,3,5,54.0,1.01,61.6,8662.0
7.18,7.23,4.53,2,2,2,58.0,1.47,62.9,8663.0
7.79,7.75,4.55,3,1,2,59.0,1.7,58.6,8663.0
7.35,7.28,4.73,0,6,1,58.0,1.6,64.7,8666.0
6.57,6.63,3.81,2,5,4,62.0,1.01,57.7,8668.0
7.33,7.38,4.53,3,2,2,58.0,1.5,61.6,8669.0
6.84,6.79,4.22,4,4,3,53.0,1.2,61.9,8669.0
6.79,6.76,4.19,3,4,4,59.0,1.2,61.8,8669.0
7.12,7.07,4.46,3,2,4,58.0,1.37,62.9,8669.0
6.78,6.88,4.19,1,3,3,57.0,1.24,61.3,8672.0
6.7,6.79,4.12,4,4,4,56.0,1.13,61.1,8674.0
6.58,6.61,4.06,4,5,4,57.0,1.08,61.6,8674.0
6.89,6.84,4.31,3,4,3,58.0,1.26,62.8,8676.0
7.36,7.39,4.56,4,0,4,59.0,1.51,61.8,8678.0
7.39,7.43,4.6,4,2,1,57.0,1.55,62.1,8678.0
6.93,6.86,4.23,4,4,4,57.0,1.23,61.3,8679.0
7.8,7.79,4.66,3,1,3,58.0,1.73,59.8,8680.0
6.99,7.07,4.57,0,3,2,59.0,1.51,65.0,8681.0
7.45,7.39,4.66,4,0,3,58.0,1.59,62.9,8681.0
7.32,7.23,4.51,3,6,1,55.0,1.46,62.0,8683.0
7.11,7.27,4.22,2,3,3,58.0,1.29,58.7,8684.0
7.32,7.36,4.56,4,1,2,55.0,1.5,62.1,8685.0
7.19,7.12,4.44,3,2,3,58.0,1.41,62.0,8686.0
6.76,6.8,4.25,4,3,4,54.3,1.2,62.6,8687.0
7.66,7.62,4.74,4,0,2,57.0,1.72,62.0,8688.0
6.45,6.36,3.97,3,4,5,58.0,1.01,62.0,8688.0
6.52,6.46,3.96,4,4,5,57.0,1.01,61.0,8688.0
7.51,7.45,4.39,3,3,1,59.0,1.53,58.7,8688.0
6.45,6.36,3.96,3,4,5,55.0,1.01,61.8,8688.0
6.49,6.46,4.0,4,4,5,56.0,1.01,61.8,8688.0
6.75,6.77,4.18,2,3,5,59.0,1.19,61.8,8689.0
7.58,7.64,4.79,2,0,2,58.0,1.71,62.9,8690.0
7.63,7.7,4.73,3,0,2,59.0,1.71,61.7,8690.0
7.88,7.8,4.68,3,0,1,57.0,1.74,59.7,8690.0
6.82,6.77,4.24,4,4,3,59.0,1.21,62.4,8691.0
6.85,6.91,4.27,4,2,6,55.0,1.24,61.9,8693.0
6.56,6.48,4.0,3,4,5,59.0,1.05,61.3,8693.0
6.78,6.72,4.16,3,6,3,60.0,1.2,61.6,8693.0
7.4,7.48,4.5,3,1,2,60.0,1.52,60.5,8694.0
6.67,6.69,4.14,4,5,3,53.0,1.11,62.1,8698.0
6.72,6.79,4.23,4,3,4,57.1,1.2,62.4,8698.0
6.9,6.87,4.21,4,3,4,58.0,1.21,61.1,8699.0
6.46,6.53,4.0,4,4,5,56.0,1.03,61.6,8701.0
6.64,6.66,4.13,4,3,5,54.8,1.12,62.1,8701.0
6.8,6.78,4.24,4,3,4,57.0,1.2,62.4,8701.0
6.81,6.78,4.21,4,3,4,57.0,1.2,62.0,8701.0
7.27,7.21,4.57,2,4,1,63.0,1.5,63.1,8702.0
7.54,7.5,4.35,1,1,3,60.0,1.5,57.8,8702.0
6.69,6.63,3.96,3,3,5,61.0,1.05,59.5,8702.0
7.3,7.33,4.58,2,1,2,60.0,1.52,62.6,8703.0
7.42,7.47,4.88,1,0,2,55.0,1.73,65.6,8703.0
6.97,6.93,4.24,3,3,3,60.0,1.27,61.0,8705.0
6.92,6.87,4.33,4,3,3,54.0,1.27,62.8,8705.0
7.29,7.24,4.55,2,0,5,63.0,1.51,62.6,8706.0
7.18,7.14,4.59,1,6,1,61.0,1.51,64.1,8706.0
6.44,6.34,4.05,2,4,6,55.0,1.01,63.4,8706.0
6.58,6.6,4.05,4,3,5,56.0,1.07,61.5,8707.0
6.2,6.25,3.86,4,6,5,54.0,0.91,62.0,8707.0
6.79,6.87,4.05,3,3,6,59.0,1.13,59.3,8709.0
7.57,7.5,4.61,4,2,3,57.0,1.6,61.2,8709.0
7.38,7.34,4.57,4,2,1,57.0,1.51,62.1,8710.0
6.91,7.01,4.18,2,4,3,55.0,1.21,60.1,8711.0
6.68,6.74,4.19,2,3,5,56.0,1.2,62.4,8712.0
7.27,7.31,4.48,2,0,5,60.0,1.5,61.5,8712.0
7.22,7.18,4.27,4,2,4,57.0,1.33,59.3,8714.0
7.51,7.41,4.84,0,4,1,57.0,1.71,64.9,8714.0
6.2,6.16,4.04,0,6,5,57.0,1.01,65.4,8716.0
7.58,7.52,4.71,3,1,2,58.0,1.64,62.4,8716.0
7.09,7.15,4.41,3,2,3,58.0,1.36,61.9,8718.0
6.91,6.95,4.23,4,2,4,57.0,1.24,61.0,8719.0
7.23,7.27,4.56,1,1,3,57.0,1.51,62.9,8720.0
6.61,6.58,4.13,3,3,5,59.0,1.12,62.6,8721.0
6.68,6.66,3.95,3,4,5,58.0,1.04,59.2,8722.0
6.7,6.77,4.07,2,3,6,57.0,1.1,60.4,8724.0
6.52,6.55,4.01,4,3,5,57.0,1.06,61.4,8726.0
6.61,6.68,4.01,4,3,5,57.0,1.06,60.3,8726.0
6.91,6.95,4.28,4,2,3,55.0,1.24,61.8,8726.0
7.05,6.98,4.38,4,3,3,57.0,1.32,62.4,8728.0
6.58,6.62,4.07,4,4,4,57.0,1.09,61.7,8730.0
6.84,6.8,4.25,3,4,3,57.0,1.22,62.3,8731.0
7.09,7.14,4.65,1,1,5,59.0,1.5,65.4,8732.0
6.8,6.78,4.25,4,4,3,56.0,1.22,62.6,8733.0
6.89,6.86,4.26,3,4,3,58.0,1.22,62.0,8733.0
7.51,7.47,4.47,2,0,3,59.0,1.51,59.7,8735.0
7.24,7.19,4.64,1,1,2,55.0,1.5,64.3,8736.0
7.2,7.24,4.57,1,0,4,57.0,1.5,63.3,8736.0
7.21,7.11,4.57,1,1,2,59.0,1.5,63.8,8736.0
7.34,7.3,4.48,3,1,2,61.0,1.5,61.2,8736.0
7.35,7.3,4.54,3,1,2,62.0,1.5,62.0,8736.0
7.12,7.08,4.5,2,4,3,61.0,1.5,63.4,8736.0
7.35,7.31,4.57,4,1,2,55.0,1.5,62.3,8736.0
6.45,6.33,4.0,3,4,6,58.0,1.0,62.6,8736.0
7.44,7.4,4.34,3,3,1,62.0,1.5,58.5,8736.0
7.25,7.13,4.6,1,1,2,60.0,1.5,64.0,8736.0
7.13,7.1,4.57,4,1,2,59.0,1.5,64.2,8736.0
7.12,7.0,4.54,1,2,4,57.0,1.5,64.3,8736.0
7.31,7.26,4.52,4,3,1,57.0,1.5,62.0,8736.0
7.36,7.33,4.46,3,3,1,61.0,1.5,60.7,8736.0
7.38,7.34,4.52,4,3,1,56.0,1.5,61.4,8736.0
7.03,6.92,4.23,3,3,4,61.0,1.25,60.0,8736.0
7.4,7.46,4.47,3,6,1,60.0,1.52,60.2,8737.0
6.87,6.82,4.26,3,3,4,59.0,1.22,62.2,8739.0
7.54,7.41,4.48,3,6,1,58.0,1.53,59.9,8739.0
7.27,7.16,4.37,3,3,4,60.0,1.45,60.5,8740.0
6.8,6.72,4.3,1,3,4,56.0,1.21,63.6,8741.0
6.48,6.52,4.0,4,6,4,57.0,1.03,61.5,8742.0
7.37,7.42,4.55,1,6,1,61.0,1.51,61.5,8742.0
6.69,6.74,4.17,4,4,5,55.0,1.15,62.1,8743.0
6.64,6.72,4.18,4,3,5,55.0,1.14,62.3,8743.0
7.69,7.64,4.65,4,1,1,59.0,1.7,60.7,8743.0
7.62,7.58,4.66,3,1,1,58.0,1.64,61.3,8743.0
6.53,6.57,3.95,2,5,5,58.0,1.02,60.3,8745.0
7.19,7.16,4.34,3,2,4,60.0,1.35,60.5,8747.0
6.46,6.4,4.01,2,5,5,58.0,1.04,62.4,8748.0
7.4,7.35,4.62,3,0,4,59.0,1.55,62.6,8749.0
7.3,7.09,4.62,1,2,4,56.0,1.5,64.2,8749.0
6.31,6.36,4.02,1,5,5,55.0,1.0,63.5,8750.0
6.31,6.39,4.02,1,5,5,58.0,1.01,63.3,8752.0
7.35,7.4,4.51,4,1,2,58.0,1.51,61.2,8752.0
7.27,7.34,4.56,4,1,2,59.0,1.51,62.4,8752.0
7.38,7.31,4.52,3,2,2,58.0,1.51,61.5,8752.0
7.47,7.44,4.57,3,0,4,59.0,1.57,61.3,8752.0
7.51,7.44,4.61,4,3,2,55.0,1.57,61.7,8752.0
6.58,6.62,4.08,4,3,5,56.0,1.09,61.8,8753.0
7.26,7.31,4.59,2,1,2,59.0,1.51,63.0,8758.0
7.73,7.66,4.69,4,0,2,57.0,1.7,60.9,8758.0
7.35,7.3,4.36,3,3,2,59.0,1.41,59.5,8758.0
6.87,6.89,4.22,3,3,4,58.0,1.23,61.3,8759.0
6.97,7.01,4.31,4,2,6,55.0,1.28,61.7,8759.0
6.79,6.83,4.27,4,3,4,54.0,1.21,62.7,8759.0
7.36,7.33,4.54,3,0,5,60.0,1.5,61.8,8760.0
7.38,7.46,4.64,4,0,4,56.0,1.56,62.5,8763.0
4.35,4.38,2.6,2,3,4,61.0,0.31,59.6,625.0
4.3,4.33,2.64,3,3,4,60.0,0.31,61.2,625.0
4.31,4.34,2.74,1,4,3,56.0,0.31,63.4,625.0
4.31,4.36,2.69,3,3,4,58.0,0.31,62.1,625.0
4.3,4.32,2.71,2,4,3,56.0,0.31,62.9,625.0
4.28,4.3,2.66,2,3,4,59.0,0.31,62.0,625.0
4.32,4.36,2.71,4,2,5,57.0,0.31,62.4,625.0
4.34,4.37,2.68,4,4,3,56.0,0.31,61.5,625.0
4.32,4.37,2.67,2,2,5,58.0,0.31,61.4,625.0
4.29,4.33,2.7,4,4,3,57.0,0.31,62.6,625.0
4.3,4.33,2.69,3,4,3,59.0,0.31,62.3,625.0
4.35,4.39,2.71,4,4,3,56.0,0.31,62.0,625.0
4.28,4.33,2.74,1,2,5,56.0,0.31,63.6,625.0
4.3,4.33,2.71,2,2,5,57.0,0.31,62.8,625.0
4.32,4.35,2.7,3,4,3,60.0,0.31,62.3,625.0
4.4,4.47,2.64,3,3,4,59.0,0.31,59.5,625.0
4.3,4.34,2.68,3,4,3,60.0,0.31,62.0,625.0
4.34,4.38,2.67,3,2,5,59.0,0.31,61.2,625.0
4.29,4.32,2.73,1,4,3,56.0,0.31,63.4,625.0
4.31,4.34,2.7,3,4,3,58.0,0.31,62.4,625.0
4.36,4.37,2.69,4,4,3,55.0,0.31,61.6,625.0
4.31,4.35,2.69,3,3,4,58.0,0.31,62.1,625.0
4.28,4.32,2.74,1,2,5,55.0,0.31,63.7,625.0
4.32,4.36,2.7,2,3,4,56.0,0.31,62.2,625.0
4.34,4.36,2.73,2,4,3,57.0,0.31,62.8,625.0
4.27,4.3,2.69,2,3,4,58.0,0.31,62.8,625.0
4.31,4.35,2.7,3,2,5,59.0,0.31,62.4,625.0
4.34,4.37,2.72,4,2,5,55.0,0.31,62.5,625.0
4.34,4.38,2.64,3,2,5,60.0,0.31,60.6,625.0
4.35,4.37,2.68,4,2,5,56.0,0.31,61.5,625.0
6.87,6.85,4.31,4,4,3,57.0,1.25,62.8,8764.0
7.03,6.95,4.36,3,5,2,58.0,1.31,62.4,8767.0
6.67,6.58,3.84,3,3,6,61.0,1.02,58.0,8768.0
6.79,6.86,4.14,2,5,3,59.0,1.2,60.7,8769.0
7.31,7.33,4.58,3,0,5,59.0,1.51,62.6,8770.0
7.29,7.34,4.57,3,0,5,59.0,1.51,62.5,8770.0
7.21,7.33,4.57,2,0,5,58.0,1.51,62.9,8770.0
7.43,7.36,4.5,4,4,2,56.0,1.5,60.9,8770.0
7.32,7.27,4.53,3,4,2,60.0,1.5,62.1,8770.0
7.05,7.08,4.37,4,2,3,55.0,1.34,61.9,8771.0
6.34,6.41,3.97,2,4,5,57.0,1.0,62.3,8772.0
6.67,6.69,4.14,4,3,5,55.0,1.12,62.0,8773.0
6.56,6.44,3.96,3,4,5,59.0,1.02,60.9,8774.0
7.03,6.95,4.37,4,2,4,56.0,1.31,62.5,8774.0
6.81,6.77,4.25,4,3,4,56.0,1.21,62.6,8774.0
6.85,6.76,4.27,3,3,4,58.0,1.21,62.7,8774.0
6.99,6.94,4.33,4,3,3,57.0,1.28,62.2,8774.0
6.65,6.69,4.09,4,3,4,56.0,1.1,61.3,8775.0
6.62,6.57,4.03,4,4,5,57.0,1.06,61.1,8776.0
7.45,7.36,4.62,3,2,1,57.0,1.58,62.4,8777.0
7.23,7.27,4.59,1,1,3,61.0,1.52,63.3,8778.0
6.58,6.63,4.1,4,3,6,55.0,1.09,62.1,8778.0
6.42,6.39,4.02,4,3,7,57.0,1.01,62.8,8778.0
7.53,7.55,4.64,4,2,1,55.0,1.6,61.5,8779.0
7.2,7.34,4.33,0,4,2,63.0,1.49,59.6,8779.0
6.91,6.89,4.23,3,3,4,58.0,1.22,61.3,8779.0
7.26,7.32,4.41,1,1,3,60.0,1.5,60.5,8780.0
7.14,7.07,4.38,4,2,4,57.0,1.34,61.6,8780.0
7.42,7.45,4.69,2,1,2,55.0,1.58,63.1,8782.0
6.87,6.91,4.24,4,4,3,57.0,1.22,61.5,8783.0
6.37,6.46,4.01,2,4,5,58.0,1.04,62.5,8785.0
6.69,6.73,4.08,2,5,4,58.0,1.12,60.8,8788.0
7.36,7.4,4.47,2,0,5,58.0,1.51,60.6,8789.0
6.95,6.99,4.24,4,2,5,57.0,1.25,60.8,8789.0
7.24,7.3,4.47,2,2,2,62.0,1.5,61.5,8791.0
6.8,6.85,4.23,2,3,7,59.0,1.22,62.0,8793.0
7.44,7.39,4.51,4,3,1,57.0,1.51,60.8,8794.0
7.57,7.61,4.62,2,3,1,57.0,1.64,60.9,8794.0
7.23,7.3,4.63,2,1,2,58.0,1.52,63.7,8794.0
7.3,7.22,4.56,3,3,1,56.0,1.51,62.8,8794.0
7.3,7.23,4.52,3,1,2,60.0,1.51,62.2,8794.0
7.34,7.27,4.57,3,1,2,60.0,1.51,62.6,8794.0
7.14,7.08,4.66,0,3,1,55.0,1.51,65.5,8794.0
7.16,7.08,4.56,1,4,3,59.0,1.51,64.0,8794.0
7.4,7.36,4.46,4,3,1,55.0,1.51,60.5,8794.0
7.33,7.27,4.58,3,1,2,61.0,1.51,62.7,8794.0
6.51,6.48,4.04,4,3,6,55.0,1.04,62.2,8794.0
6.84,6.86,4.19,2,3,4,58.0,1.22,61.2,8795.0
6.77,6.73,4.19,3,4,3,54.0,1.2,62.1,8796.0
6.69,6.64,4.1,4,4,4,55.0,1.1,61.5,8796.0
6.63,6.58,4.06,4,4,4,59.0,1.1,61.5,8796.0
6.91,6.89,4.17,3,4,3,59.0,1.2,60.4,8796.0
6.81,6.77,3.95,3,6,3,57.0,1.1,58.2,8796.0
6.45,6.33,4.05,2,5,5,57.0,1.01,63.4,8797.0
6.87,6.9,4.27,4,3,3,56.0,1.24,62.0,8797.0
6.95,6.89,4.31,4,3,3,57.0,1.24,62.3,8799.0
7.49,7.43,4.57,3,3,1,59.0,1.53,61.3,8799.0
7.5,7.46,4.87,0,1,1,60.0,1.71,65.1,8800.0
6.75,6.71,4.17,4,3,5,56.0,1.16,62.0,8803.0
6.77,6.74,4.2,4,4,4,56.0,1.17,62.2,8806.0
7.56,7.61,4.57,3,1,2,59.0,1.6,60.3,8808.0
7.35,7.42,4.54,2,3,1,61.0,1.54,61.5,8808.0
7.27,7.22,4.45,3,4,2,58.0,1.43,61.5,8809.0
6.71,6.66,4.1,4,5,4,56.0,1.09,61.3,8809.0
6.95,6.98,4.15,3,3,5,59.0,1.23,59.6,8810.0
7.2,7.13,4.44,3,5,1,62.0,1.52,62.0,8810.0
6.46,6.5,4.01,4,5,5,57.0,1.03,61.9,8811.0
7.21,7.17,4.4,3,2,3,60.0,1.41,61.2,8812.0
6.65,6.52,4.0,3,3,7,58.0,1.04,60.7,8813.0
7.55,7.62,4.59,4,1,1,55.1,1.59,60.5,8814.0
7.16,7.23,4.5,2,2,2,59.0,1.48,62.5,8815.0
7.63,7.52,4.77,3,4,1,60.0,1.73,63.0,8816.0
7.08,7.12,4.28,3,3,3,59.0,1.31,60.3,8818.0
7.39,7.29,4.49,0,2,2,60.0,1.52,61.2,8818.0
7.35,7.28,4.54,4,5,1,57.0,1.48,62.1,8818.0
6.55,6.5,3.97,4,6,4,55.0,1.02,60.8,8818.0
6.87,6.8,4.28,3,3,3,58.0,1.25,62.6,8820.0
7.32,7.27,4.6,2,5,1,57.0,1.5,63.1,8820.0
7.97,7.92,4.61,3,4,1,59.0,1.75,58.0,8820.0
7.48,7.42,4.35,3,1,3,61.0,1.5,58.4,8820.0
7.31,7.26,4.54,3,1,3,58.0,1.5,62.3,8820.0
6.61,6.58,3.99,4,6,4,57.0,1.05,60.5,8820.0
7.38,7.36,4.43,3,3,1,59.0,1.5,60.1,8820.0
7.17,7.08,4.48,3,1,3,58.0,1.5,62.9,8820.0
7.21,7.14,4.6,1,5,2,56.0,1.5,64.1,8820.0
6.44,6.42,3.96,3,6,4,58.0,1.01,61.6,8823.0
6.84,6.9,4.22,4,3,4,56.0,1.21,61.4,8824.0
7.4,7.36,4.51,3,2,3,61.0,1.52,61.1,8825.0
7.33,7.38,4.61,2,5,1,56.0,1.5,62.7,8827.0
7.42,7.33,4.49,3,4,2,59.0,1.51,60.9,8828.0
6.75,6.81,4.23,2,4,3,58.0,1.2,62.4,8829.0
7.58,7.51,4.6,3,2,2,58.0,1.59,61.0,8829.0
6.92,6.97,4.27,4,3,4,56.0,1.24,61.5,8830.0
6.77,6.83,4.26,4,3,4,54.4,1.22,62.6,8830.0
7.35,7.41,4.62,4,1,3,56.0,1.55,62.6,8831.0
7.48,7.55,4.72,1,0,3,58.0,1.71,62.8,8831.0
7.48,7.45,4.72,2,2,2,59.0,1.66,63.3,8831.0
7.48,7.46,4.64,4,1,2,57.0,1.59,62.1,8835.0
7.54,7.51,4.66,3,5,1,61.0,1.64,61.9,8835.0
7.29,7.35,4.56,2,1,3,60.0,1.51,62.3,8836.0
7.4,7.27,4.62,3,5,2,58.0,1.51,63.0,8836.0
7.63,7.57,4.81,4,0,2,59.0,1.75,63.3,8840.0
7.84,7.72,4.82,3,0,1,55.0,1.77,62.0,8840.0
7.74,7.64,4.73,3,1,4,58.0,1.7,61.5,8840.0
6.93,6.89,4.25,3,4,3,60.0,1.25,61.5,8840.0
7.27,7.11,4.22,3,3,3,58.0,1.29,58.7,8842.0
6.55,6.6,4.15,4,3,5,57.0,1.11,63.1,8843.0
7.08,7.12,4.44,2,2,3,58.0,1.41,62.5,8846.0
7.15,7.06,4.47,3,2,3,55.0,1.4,62.9,8847.0
6.54,6.51,4.05,4,3,5,54.0,1.02,62.1,8847.0
7.64,7.58,4.79,3,0,2,58.0,1.71,62.9,8848.0
7.34,7.38,4.58,4,0,4,59.0,1.54,62.2,8848.0
6.31,6.39,4.01,2,5,5,57.0,1.01,63.1,8849.0
6.48,6.52,4.06,4,3,7,56.0,1.05,62.5,8850.0
6.57,6.59,3.99,3,3,7,60.0,1.05,60.6,8850.0
6.9,6.94,4.26,2,5,3,57.0,1.25,61.6,8851.0
6.59,6.63,4.07,2,5,4,57.0,1.11,61.6,8852.0
6.87,6.9,4.19,4,2,4,57.0,1.2,60.9,8852.0
7.26,7.21,4.64,1,1,2,57.0,1.52,64.1,8852.0
7.61,7.56,4.41,3,1,2,62.0,1.52,58.1,8852.0
7.51,7.47,4.65,3,1,2,58.0,1.6,62.1,8852.0
7.48,7.4,4.5,3,1,2,60.0,1.52,60.5,8852.0
7.39,7.36,4.52,4,3,1,57.0,1.52,61.3,8852.0
6.92,6.98,4.32,3,3,3,58.0,1.3,62.2,8854.0
